Autor,Citas,Fecha,Link,Titulo
"V Mercader,",4,2168,https://www.researchgate.net/profile/Jorge-Restrepo-Morales/publication/259752741_Detrimento_Patrimonial_por_Hurto_Vehiculos_en_Colombia_una_aproximacion_estocastica/links/56d0db3508ae85c823487934/Detrimento-Patrimonial-por-Hurto-Vehiculos-en-Colombia-una-aproximacion-estocastica.pdf#page=1686,"Influencia de los valores éticos en el liderazgo y su relación con la solución de conflictos y la comunicación en las empresas, familias y sociedad"
"RL Vázquez Gutiérrez,",17,2012,https://digitum.um.es/digitum/bitstream/10201/28054/1/Reyna%20Lizeth%20V%C3%A1zquez%20Guti%C3%A9rrez%20-Tesis%20Doctoral-Abril%202012.pdf,La mediación escolar como herramienta de educación para la paz
LFI Martínez ,1,2003,,Un modelo de mediación para el desarrollo de software basado en componentes cots
"A Spedding,H Vichevich",9,2016,https://journals.openedition.org/bifea/8084,"Homosexualidad rural en los Andes: notas desde los Yungas de La Paz, Bolivia"
C Miranda,7,2018,,"Mediación, su valor intangible y efectos operativos"
"E Pastor Seller,E Iglesias Ortuño,",33,2011,http://www.scielo.org.co/scielo.php?pid=S1900-38032011000100005&script=sci_arttext,La mediación intrajudicial como método de resolución de conflictos en el seno familiar
",RF Morales,JMC León,LLR ,Paz,",6,2017,https://www.medigraphic.com/pdfs/medicadelcentro/mec-2017/mec171d.pdf,Factores de riesgo de mortalidad en pacientes con neumonía adquirida en la comunidad
"CA Oidor,LÁT Rojas,PNC Acosta,",5,2021,https://revistas.uam.es/riejs/article/download/14029/13539/40651,"Estrategias y Mecanismos para la Construcción de una Cultura de Paz en la Educación Secundaria en Bogotá, Colombia"
R Zambrano Ramírez,4,2015,https://redined.educacion.gob.es/xmlui/bitstream/handle/11162/111487/7_via_docente_n1.pdf?sequence=1,Implantación de un programa de mediación escolar
"ML Cruz,",2,2017,https://dialnet.unirioja.es/servlet/tesis?codigo=171142,"La orientación al mercado, las capacidades de mercadeo, la innovación y el desempeño empresarial: un modelo de mediación múltiple"
"MIS Cardona,",21,2012,https://www.redalyc.org/pdf/461/46123366006.pdf,Empoderamiento y responsabilidad de la cultura para la Paz a través de la educación
A Arce Sánchez,0,2023,http://www.scielo.org.co/scielo.php?pid=S0121-51672023000200081&script=sci_arttext,La justicia transicional desde los excombatientes. Representaciones sociales de un grupo de reincorporados sobre la Jurisdicción Especial para la Paz (JEP)
MF Torres,27,2019,http://www.scielo.org.co/scielo.php?pid=S2216-01592019000100143&script=sci_arttext,Educación para la paz y formación profesional: aproximación desde la investigación documental
J Calvo Licero ,1,2020,https://repositorio.unicartagena.edu.co/bitstream/handle/11227/14683/TESIS_FINAL_Voces_Secuestro_JCalvo20.pdf?sequence=1,"Radio, memoria y sociedad: Las voces del secuestro en el marco del Acuerdo de Paz, 2012-2016"
"V Berdoulay,",85,2012,https://www.academia.edu/download/71059546/1_Geografias_imaginario_libro_completo_ultima_version_3_.pdf#page=49,"El sujeto, el lugar y la mediación del imaginario"
"DE Rivera,H Málaga,C Agudelo",12,2000,http://www.scielo.org.co/scielo.php?pid=S0124-00642000000300251&script=sci_arttext,La responsabilidad social en la estrategia de municipios saludables por la paz. Estudio de caso
J Jordán ,6,2017,https://ddd.uab.cat/pub/worpap/2017/hdl_2072_283097/polmedgesconf_2017.pdf,"Policía, mediación y gestión de conflictos"
AM Bejarano,77,1990,https://revistas.unal.edu.co/index.php/anpol/article/download/74264/67096/,La paz en la administración Barco: de la rehabilitación social a la negociación política
"M Guette,NB Cruz,YK Hernandez",21,2019,http://saber.ucv.ve/ojs/index.php/rev_aavft/article/view/17440/144814483851,El deporte como intervención del tejido social para la paz: estado del arte
"A Velasco Sesma,",11,2020,https://biblat.unam.mx/hevila/Nuevasociedad/2020/no288/6.pdf,Ética animal y feminismo: hacia una cultura de paz
S Pfeiffer ,35,2014,https://www.funcionpublica.gov.co/eva/admon/files/empresas/ZW1wcmVzYV83Ng==/archivos/1462299931_9e5198db1f3b6cb52a5e7af5a3c53778.pdf,Infraestructura de paz en Colombia
"A Serbín,T Rodrigues,",13,2008,,Construcción de paz y diplomacia ciudadana en América Latina y el Caribe: manual teórico práctico
"MI Viana Orta,",14,2012,https://idus.us.es/bitstream/handle/11441/54780/art_17.pdf,Características de la mediación escolar en España. Estudio comparado entre comunidades autónomas
E Azaola,76,2012,https://www.scielo.org.mx/pdf/desacatos/n40/n40a11.pdf,El Movimiento por la paz con justicia y dignidad
"A Levy,J Salazar,M Mata,L Sandrea,A ,Paz,",7,2009,http://ve.scielo.org/pdf/rsvm/v29n2/art04.pdf,"Bacterias enteropatógenas en la comunidad étnica Añu de la Laguna de Sinamaica, estado Zulia, Venezuela"
"GP Galafassi,",6,2020,https://ddd.uab.cat/pub/revibec/revibec_a2020v33/revibec_a2020v33p18.pdf,Reflexiones en torno a la mediación social de la naturaleza
"G Baena ,Paz,",22,2020,,Estructura socioeconómica de México
"WR Avendaño Castro,LS ,Paz ,Montes,",112,2015,http://www.scielo.org.co/scielo.php?pid=S0120-46452015000100011&script=sci_arttext,"Estímulos auditivos en prácticas de neuromarketing. Caso: Centro Comercial Unicentro, Cúcuta, Colombia"
E Romero,41,2009,https://www.scielo.org.mx/scielo.php?pid=S1405-31952009000300008&script=sci_arttext,Diseño de un índice espectral de la vegetación desde una perspectiva conjunta de los patrones exponenciales y lineales del crecimiento
"V Laurent,",2,2023,,"Pueblos indígenas, guerra y¿ paz? Cinco años después del Acuerdo del Teatro Colón"
"V Botero Blandón,AM Serrano Ávila",8,2021,http://www.scielo.org.co/scielo.php?pid=S0121-51672021000300152&script=sci_arttext,Reforma Rural Integral y construcción de paz para las mujeres en Colombia
"AR Cala,NL Calvet,",14,2011,https://dialnet.unirioja.es/descarga/articulo/4051793.pdf,La mediación intercultural: una realidad en los hospitales
"C Camacho,M Garrido,D Gutiérrez,",17,2019,https://books.google.com/books?hl=es&lr=&id=IgGiDwAAQBAJ&oi=fnd&pg=PA17&dq=((%22Pacifismo%22+OR+%22Noviolencia%22+OR+%22paz%22+OR+%22paz+positiva%22+OR+%22Coexistencia+pac%C3%ADfica%22+OR+%22soluci%C3%B3n+de+conflictos%22+OR+%22mediaci%C3%B3n%22+OR+%22Consolidaci%C3%B3n+de+la+paz%22+OR+%22Mantenimiento+de+la+paz%22+OR+%22Restablecimiento+de+la+paz%22)+AND+(%22Territorio%22+OR+%22movimiento+social%22+OR+%22sociedad%22+OR+%22comunidad%22+OR+%22grupo%22))+OR+(((%22Modelo+educativo%22+OR+%22modelo+educacional%22+OR+%22investigaci%C3%B3n+pedag%C3%B3gica%22+OR+%22sistema+educativo%22+OR+%22pr%C3%A1ctica+pedag%C3%B3gica%22+OR+%22experiencia+pedag%C3%B3gica%22)+AND+(%22educaci%C3%B3n+para+la+paz%22+OR+%22Cultura+de+paz%22+OR+%22educaci%C3%B3n+ciudadana%22+OR+%22educaci%C3%B3n+moral%22+OR+%22educaci%C3%B3n+para+los+derechos+humanos%22)))&ots=lQm-ApJk5P&sig=cNHrd9F9GevbWDT4JiMOzZ4qLzA,Paz en la República. Colombia siglo xix
FM Ordóñez,3,2014,https://dialnet.unirioja.es/descarga/articulo/6210956.pdf,"La cuestión agraria hoy en Colombia: diálogos de paz, movilización campesina y profundización del modelo corporativo"
R Kurachi ,4,2009,,"Aporte de la sociedad civil colombiana a la paz, en contextos de conflicto armado interno y neoliberalismo: estudio de caso de la resistencia civil de los indígenas del …"
"M Montessori,G Borbolla ",143,2023,,Educación y paz
",CD Martínez",5,2018,https://www.scielo.org.mx/scielo.php?pid=S1405-00992018000200070&script=sci_arttext,Modificación y evaluación de modelo biológico quirúrgico de enseñanza en extracción de lipomas en pregrado
AJ Bastidas Hernández,30,2008,http://ve.scielo.org/scielo.php?pid=S1316-37012008000200007&script=sci_arttext,Género y educación para la paz: tejiendo utopías posibles
J Gavilanes,15,2020,http://www.scielo.org.ar/pdf/sideba/v20n2/2451-6600-sideba-20-2-7.pdf,"Satisfacción laboral, salud mental y burnout. Análisis de mediación parcial en una muestra de conductores del Ecuador"
"D Vera,P Prieto,D Garzón",8,2019,https://www.academia.edu/download/59330294/FF.MM_DE_COLOMBIA_NUEVOS_ROLES_Y_DESAFIOS_NAL.INTER20190520-23157-1sxd9u4.pdf#page=142,La contribución de las Fuerzas Armadas de Colombia a la construcción de Estado ya la consolidación de paz de cara al siglo XXI
MA Bueno Cipagauta,26,2017,http://www.scielo.org.co/scielo.php?pid=S0121-47052017000200003&script=sci_arttext,Políticas públicas de reconciliación. Un reto posible en la construcción y la sostenibilidad de la paz en Colombia
",G Bresciani,JA de ,Paz ,Fernández,",30,2005,https://www.redalyc.org/pdf/542/54221999006.pdf,Análisis de las adaptaciones inducidas por cuatro semanas de entrenamiento pliométrico
MHG Calderón,1,2018,,"Educar para la paz, una tarea de todos. Mediación escolar"
"EA Hernández Alfonso,LE ,Paz ,Enrique,",22,2016,http://scielo.sld.cu/scielo.php?pid=S2218-36202016000200019&script=sci_arttext&tlng=en,Retos de la participación comunitaria en la producción televisiva local
C Arista Martínez ,3,2017,https://repositorio.umsa.bo/bitstream/handle/123456789/21446/PETAE-%20215.pdf?sequence=1&isAllowed=y,Modelo del tratamiento contable tributario En el servicio de Transporte Internacional de Carga por carretera Arica-La Paz
IM Jurado,25,2019,http://www.scielo.org.co/scielo.php?pid=S2027-83062019000100261&script=sci_arttext,"Gestión universitaria de la innovación social promovida desde espacios académicos relacionados con el emprendimiento, la investigación y la proyección …"
DA Hernández,20,2019,http://revistas.udistrital.edu.co:8080/index.php/cpaz/article/download/13951/14859,Nociones de paz: una revisión teórica del concepto
",LB Debrok,HH Carballo,DS ,Paz,",28,2016,https://www.redalyc.org/journal/5517/551762889001/551762889001.pdf,Capacitación para cuidadores primarios de personas adultas mayores dependientes desde la educación popular
",J Etchevers",1,2022,https://www.scielo.org.mx/scielo.php?pid=S0187-57792022000100122&script=sci_arttext,Experiencia mexicana en la implementación del modelo RothC-26.3 de la dinámica del carbono orgánico en suelos: alcances y limitaciones
R Apaza Rojas ,2,Null,https://repositorio.umsa.bo/bitstream/handle/123456789/25068/TM-1732.pdf?sequence=1&isAllowed=y,"Relación de la seguridad alimentaria en el hogar y riesgo a malnutrición en adultos mayores de la comunidad de Ichoca provincia Inquisivi, La Paz gestión 2019"
JP Acosta,7,2021,https://publicaciones.autonoma.edu.co/index.php/anfora/article/download/712/532,Mujeres lideresas constructoras de paz en la comuna 1 de Medellín: una aproximación a las paces cotidianas construidas desde abajo
NS Salerno ,1,2021,https://repositoriodigital.uns.edu.ar/bitstream/handle/123456789/5680/SALERNO%20N.S._%20Tesis..pdf?sequence=2,Salinas Grandes como ámbito de mediación en pleno territorio nativo: el rol de los mediadores culturales a fines del período colonial (1778-1810)
KN Parra,51,2010,http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S1316-00872010000100007,docente de aula y el uso de mediación en los procesos de enseñanza y aprendizaje
"RAH Castillo,S ,Paz,MTS Camacho ",196,2004,,"El Estado y los indígenas en tiempos del PAN: neoindigenismo, legalidad e indentidad"
SB Ami,4,2016,https://dialnet.unirioja.es/servlet/articulo?codigo=5830917,"Paz en Colombia, esta vez es posible"
"C Mouly,J Giménez",37,2017,http://www.scielo.org.co/scielo.php?pid=S0121-51672017000100281&script=sci_arttext,Oportunidades y desafíos del uso del patrimonio cultural inmaterial en la construcción de paz en el posconflicto. Implicaciones para Colombia
XM Alcaide,41,2015,https://revistaseug.ugr.es/index.php/revpaz/article/download/2507/3192/,Conflicto y paz en Colombia. Significados en organizaciones defensoras de los derechos humanos
"P Monedero,D ,Paz,",6,2020,,Situación de los cuidados intensivos en España
EY Martínez Baquero ,2,2017,https://repository.ucc.edu.co/bitstreams/d55a60d9-8fbc-4ce2-82cb-74c6b9e8e944/download,Representaciones sociales del conflicto armado y la paz de la comunidad Sikuani de Puerto Gaitán.
"C ,Paz,",99,2003,https://www.uria.com/documentos/publicaciones/1052/documento/03Candido.pdf,El enforcement de los pactos parasociales
"TA Cravo,",12,2013,https://www.jus.uniceub.br/relacoesinternacionais/article/viewFile/2621/2137,Duas Décadas de Consolidação da Paz: as Críticas ao Modelo das Nações Unidas 10.5102/uri. v11i2. 2621
L Estupiñán Achury,6,2018,,¿ Es posible la paz territorial en Colombia? A propósito del Acuerdo Final de Paz entre Gobierno y Grupo FARC
M Condini ,14,2004,https://repositorio.pucsp.br/bitstream/handle/1998/1/Martinho%20Condini.pdf,Dom Hélder Câmara: modelo de esperança na caminhada para a paz ea justiça social
"YM ,Paz,JD Galvíncio,RM Holanda,",15,2018,https://www.academia.edu/download/86897674/30107.pdf,Análise de sensibilidade e calibração espacial do modelo SWAT aplicado em uma bacia do litoral pernambucano através de dados climáticos observados e de …
"MKB de Souza,YOR Lima,BMS da ,Paz,",14,2019,https://editora.sepq.org.br/rpq/article/download/169/146,Potencialidades da técnica de grupo focal para a pesquisa em vigilância sanitária e atenção primária à saúde
"OYA Gómez,OLO Ortiz,MC Gallego",36,2019,https://www.redalyc.org/journal/4138/413859265001/413859265001.pdf,"Redes sociales, tejidos de paz"
"LMP Bastos,",7,2017,https://biblioteca.corteidh.or.cr/tablas/r16690.pdf,Rever ou romper com Vestfália? por uma releitura da efetiva contribuição dos acordos de paz de 1648 à construçào do modelo vestfaliano de Estados.
",I Ruiz‐DeDiego,DE Pafundo,RM ,Paz,",39,2019,"https://bpspubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bph.14663,/scholar?output=instlink&q=info:3lv7BC1l-awJ:scholar.google.com/&hl=es&as_sdt=0,5&as_vis=1&scillfp=14845815794150265249&oi=lle",Optostimulation of striatonigral terminals in substantia nigra induces dyskinesia that increases after L‐DOPA in a mouse model of Parkinson's disease
"H Huaycho,R Aruquipa,G Mercado,R Trigo",16,2016,http://www.scielo.org.bo/pdf/riiarn/v3n2/v3n2_a05.pdf,"Traditional knowledge in yacón or aricoma (smallanthus sonchifolius) in communities of Mocomoco, Coroico and Irupana from La Paz"
H Costa,3,1991,https://www.revistas.usp.br/revusp/article/download/52146/56195,""" Poíesis"" e política: o modelo intelectual de Octavio Paz"
LF Lobo,7,2000,https://comum.rcaap.pt/bitstream/10400.26/1342/1/NeD095-096_LuisFilipeLoboFernandes.pdf,O modelo global: espaço de teste da paz e segurança internacionais
"JL de ,Paz,J Angulo,JM Lassaletta,PM Nieto,",120,2001,https://www.researchgate.net/profile/Guillermo-Gimenez-Gallego/publication/8941338_The_Activation_of_Fibroblast_Growth_Factors_FGFs_by_Glycosaminoglycans_Influence_of_the_Sulfation_Pattern_on_the_Biological_Activity_of_FGF-1/links/5cfe7278299bf13a384c5d69/The-Activation-of-Fibroblast-Growth-Factors-FGFs-by-Glycosaminoglycans-Influence-of-the-Sulfation-Pattern-on-the-Biological-Activity-of-FGF-1.pdf,"The activation of fibroblast growth factors by heparin: Synthesis, structure, and biological activity of heparin‐like oligosaccharides"
"EP Seller,",10,2014,https://www.rbgdr.com.br/revista/index.php/rbgdr/article/download/1208/359,La Mediación como servicio público de la administración local en las sociedades relacionales contemporáneas
"OP Richmond,",32,2010,https://www.scielo.br/j/cint/a/ny8RXVTwJhjt563ttDFZnqm/?lang=pt,"Para além da paz liberal? respostas ao"" retrocesso"""
"S ,Paz,",55,2011,https://periodicos.uff.br/geographia/article/download/13623/8823,"La marcha indigena del"" TIPNIS"" en Bolivia y su relación con los modelos extractivos de America del Sur"
"T Duplá Marín,",12,2013,,"Mediación familiar: aspectos teóricos, jurídicos y psicosociales"
